CDNS;Cadence Design Systems, Inc.;14.01;4031285300.19;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cdns
CADX;Cadence Pharmaceuticals, Inc.;11.35;977089708.65;n/a;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cadx
CDZI;Cadiz, Inc.;7.55;121953307.8;n/a;n/a;Public Utilities;Water Supply;http://www.nasdaq.com/symbol/cdzi
CACQ;Caesars Acquisition Company;13.49;1831562688.18;n/a;n/a;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/cacq
CZR;Caesars Entertainment Corporation;21.15;2895046643.7;n/a;2012;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/czr
CSTE;CaesarStone Sdot-Yam Ltd.;46;1591302334;n/a;2012;Capital Goods;Building Materials;http://www.nasdaq.com/symbol/cste
PRSS;CafePress Inc.;6.4;109885587.2;n/a;2012;Consumer Services;Other Specialty Stores;http://www.nasdaq.com/symbol/prss
CLMS;Calamos Asset Management, Inc.;11.9;244314984.9;n/a;2004;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/clms
CHY;Calamos Convertible and High Income Fund;13.06;942257881.98;n/a;2003;n/a;n/a;http://www.nasdaq.com/symbol/chy
CHI;Calamos Convertible Opportunities and Income Fund;13.41;905812417.53;n/a;2002;n/a;n/a;http://www.nasdaq.com/symbol/chi
CHW;Calamos Global Dynamic Income Fund;8.81;519851599.52;n/a;2007;n/a;n/a;http://www.nasdaq.com/symbol/chw
CGO;Calamos Global Total Return Fund;14.05;117361560.8;n/a;2005;n/a;n/a;http://www.nasdaq.com/symbol/cgo
CSQ;Calamos Strategic Total Return Fund;10.77;1664115780;n/a;2004;n/a;n/a;http://www.nasdaq.com/symbol/csq
CAMP;CalAmp Corp.;29.77;1059830189.47;n/a;1983;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/camp
CVGW;Calavo Growers, Inc.;30.58;480734113.2;n/a;n/a;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/cvgw
CFNB;California First National Bancorp;14.88;155454737.76;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cfnb
CALD;Callidus Software, Inc.;14.57;588310679.97;n/a;2003;Technology;EDP Services;http://www.nasdaq.com/symbol/cald
CALM;Cal-Maine Foods, Inc.;50.64;1220849325.36;n/a;1996;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/calm
CLMT;Calumet Specialty Products Partners, L.P.;30.16;2090609104.48;n/a;2006;Energy;Integrated oil Companies;http://www.nasdaq.com/symbol/clmt
ABCD;Cambium Learning Group, Inc.;1.95;87832681.95;n/a;n/a;Consumer Services;Publishing;http://www.nasdaq.com/symbol/abcd
CAMB;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;n/a;0;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/camb
CAMBU;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;10.01;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/cambu
CAMBW;CAMBRIDGE CAPITAL ACQUISITION CORPORATION;n/a;0;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/cambw
CAFI;Camco Financial Corporation;6.52;95788110.56;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/cafi
CAC;Camden National Corporation;36.39;278273019.96;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cac
CAMT;Camtek Ltd.;5.4;162247725;n/a;2000;Capital Goods;Electronic Components;http://www.nasdaq.com/symbol/camt
CSIQ;Canadian Solar Inc.;39.68;1829314225.92;n/a;2006;Technology;Semiconductors;http://www.nasdaq.com/symbol/csiq
CGIX;Cancer Genetics, Inc.;15.2;140833836.8;n/a;n/a;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/cgix
CPHC;Canterbury Park Holding Corporation;10.96;45779393.92;n/a;n/a;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/cphc
CBNJ;Cape Bancorp, Inc.;10.12;121923584.2;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cbnj
CPLA;Capella Education Company;66.12;819415903.2;n/a;2006;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/cpla
CBF;Capital Bank Financial Corp.;23.07;1202278585.11;n/a;2012;Finance;Major Banks;http://www.nasdaq.com/symbol/cbf
CCBG;Capital City Bank Group;12.85;222816699.85;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ccbg
CPLP;Capital Product Partners L.P.;10.14;842198760.78;n/a;2007;Transportation;Marine Transportation;http://www.nasdaq.com/symbol/cplp
CSWC;Capital Southwest Corporation;34.66;528872226.24;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/cswc
CPTA;Capitala Finance Corp.;19.6;254298632;n/a;2013;n/a;n/a;http://www.nasdaq.com/symbol/cpta
CLAC;Capitol Acquisition Corp. II;9.6999;242497500;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/clac
CLACU;Capitol Acquisition Corp. II;10.27;256750000;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/clacu
CLACW;Capitol Acquisition Corp. II;0.65;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/clacw
CFFN;Capitol Federal Financial, Inc.;12.11;1790972943.48;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cffn
CPST;Capstone Turbine Corporation;1.64;508273288.68;n/a;2000;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cpst
CARB;Carbonite, Inc.;12.09;319741920.81;n/a;2011;Technology;EDP Services;http://www.nasdaq.com/symbol/carb
CRDC;Cardica, Inc.;1.25;64022523.75;n/a;2006;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/crdc
CFNL;Cardinal Financial Corporation;17.41;527246285.46;n/a;1998;Finance;Major Banks;http://www.nasdaq.com/symbol/cfnl
CRME;Cardiome Pharma Corporation;6.96;104109607.92;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/crme
CSII;Cardiovascular Systems, Inc.;29.3;839296214.6;n/a;1981;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/csii
CATM;Cardtronics, Inc.;39.26;1766881067.12;n/a;2007;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/catm
CECO;Career Education Corporation;5.92;397549294.24;n/a;1998;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/ceco
CKEC;Carmike Cinemas, Inc.;26.62;613400081.36;n/a;n/a;Consumer Services;Movies/Entertainment;http://www.nasdaq.com/symbol/ckec
CLBH;Carolina Bank Holdings Inc.;10.24;35110666.24;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/clbh
CART;Carolina Trust Bank;3.3788;15658987.7816;n/a;n/a;n/a;n/a;http://www.nasdaq.com/symbol/cart
CRZO;Carrizo Oil & Gas, Inc.;43.4;1971288760;n/a;1997;Energy;Oil & Gas Production;http://www.nasdaq.com/symbol/crzo
TAST;Carrols Restaurant Group, Inc.;6.17;146200975.86;n/a;2006;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/tast
CARV;Carver Bancorp, Inc.;9;33263028;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/carv
CASM;CAS Medical Systems, Inc.;2.03;38445254.47;n/a;n/a;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/casm
CACB;Cascade Bancorp;4.96;236038761.6;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cacb
CSCD;Cascade Microtech, Inc.;10.37;167531612.07;n/a;2004;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/cscd
CWST;Casella Waste Systems, Inc.;5.26;210396249.62;n/a;1997;Public Utilities;Environmental Services;http://www.nasdaq.com/symbol/cwst
CASY;Caseys General Stores, Inc.;67.65;2603195271.6;n/a;1983;Consumer Durables;Automotive Aftermarket;http://www.nasdaq.com/symbol/casy
CASS;Cass Information Systems, Inc;61.64;709713960.56;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/cass
CPRX;Catalyst Pharmaceutical Partners, Inc.;1.96;110912101.72;n/a;2006;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cprx
CTRX;Catamaran Corporation;49.45;10201742146.05;n/a;n/a;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/ctrx
CATY;Cathay General Bancorp;23.59;1875486385.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/caty
CATYW;Cathay General Bancorp;7.88;0;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/catyw
CVCO;Cavco Industries, Inc.;75.37;666144479.88;n/a;n/a;Basic Industries;Homebuilding;http://www.nasdaq.com/symbol/cvco
CAVM;Cavium, Inc.;35.34;1836646163.64;n/a;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/cavm
CBEY;Cbeyond, Inc.;6.7;200159418;n/a;2005;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/cbey
CBOE;CBOE Holdings, Inc.;50.19;4376439363.03;n/a;2010;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cboe
CDW;CDW Corporation;23.7;4075390830.3;n/a;2013;Consumer Services;Catalog/Specialty Distribution;http://www.nasdaq.com/symbol/cdw
CECE;CECO Environmental Corp.;15.79;403907805.25;n/a;n/a;Capital Goods;Pollution Control Equipment;http://www.nasdaq.com/symbol/cece
CPXX;Celator Pharmaceuticals Inc.;3.75;97600473.75;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cpxx
CELG;Celgene Corporation;159.98;65922881649.62;n/a;1987;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/celg
CELGZ;Celgene Corporation;3.35;0;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/celgz
CTIC;Cell Therapeutics, Inc.;3.44;500548438.48;n/a;1997;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ctic
CLDX;Celldex Therapeutics, Inc.;26.18;2123413566.12;n/a;n/a;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances;http://www.nasdaq.com/symbol/cldx
ICEL;Cellular Dynamics International, Inc.;16.45;259212733.85;n/a;2013;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/icel
CLSN;Celsion Corporation;3.76;51154706;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/clsn
CEMP;Cempra, Inc.;12.38;411020221.58;n/a;2012;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cemp
CNBC;Center Bancorp, Inc.;18.03;295133286.36;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cnbc
CSFL;CenterState Banks, Inc.;10.03;302028124.25;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/csfl
CETV;Central European Media Enterprises Ltd.;3.05;410209170.5;n/a;1994;Consumer Services;Broadcasting;http://www.nasdaq.com/symbol/cetv
CFBK;Central Federal Corporation;1.44;22786142.4;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cfbk
CENT;Central Garden & Pet Company;6.35;312959553.15;n/a;1993;Consumer Durables;Consumer Specialties;http://www.nasdaq.com/symbol/cent
CENTA;Central Garden & Pet Company;6.15;216967092.3;n/a;n/a;Consumer Durables;Consumer Specialties;http://www.nasdaq.com/symbol/centa
CVCY;Central Valley Community Bancorp;11.41;124536498.8;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cvcy
CENX;Century Aluminum Company;12.03;1066855659.93;n/a;1996;Basic Industries;Aluminum;http://www.nasdaq.com/symbol/cenx
CNBKA;Century Bancorp, Inc.;34;188923856;n/a;1987;Finance;Major Banks;http://www.nasdaq.com/symbol/cnbka
CNTY;Century Casinos, Inc.;5.95;145047677.95;n/a;n/a;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/cnty
CPHD;CEPHEID;47.5;3222140222.5;n/a;2000;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/cphd
CRNT;Ceragon Networks Ltd.;3.23;119048652.64;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/crnt
CERE;Ceres, Inc.;1.41;35538488.82;n/a;2012;Consumer Non-Durables;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/cere
CERN;Cerner Corporation;54.9;18845134417.8;n/a;1986;Technology;EDP Services;http://www.nasdaq.com/symbol/cern
CERS;Cerus Corporation;6.27;441759120;n/a;1997;Health Care;Medical/Dental Instruments;http://www.nasdaq.com/symbol/cers
CEVA;CEVA, Inc.;15.86;348666160.7;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/ceva
CYOU;Changyou.com Limited;31.19;1649704099.96;n/a;2009;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cyou
HOTR;Chanticleer Holdings, Inc.;4.12;22095135.64;n/a;n/a;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/hotr
HOTRW;Chanticleer Holdings, Inc.;0.7399;0;n/a;n/a;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/hotrw
CTHR;Charles & Colvard Ltd;4.15;83482184.35;n/a;1997;Consumer Durables;Consumer Specialties;http://www.nasdaq.com/symbol/cthr
CHRM;Charm Communications Inc.;4.15;159089361.9;n/a;2010;Technology;Advertising;http://www.nasdaq.com/symbol/chrm
CACG;Chart Acquisition Corp.;9.85;96037500;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/cacg
CACGU;Chart Acquisition Corp.;10.53;0;n/a;2012;Finance;Business Services;http://www.nasdaq.com/symbol/cacgu
CACGW;Chart Acquisition Corp.;0.75;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/cacgw
GTLS;Chart Industries, Inc.;83.82;2546144651.16;n/a;2006;Capital Goods;Metal Fabrications;http://www.nasdaq.com/symbol/gtls
CHTR;Charter Communications, Inc.;136.65;14229755045.7;n/a;n/a;Consumer Services;Television Services;http://www.nasdaq.com/symbol/chtr
CHFN;Charter Financial Corp.;10.79;248146326.74;n/a;2010;Finance;Savings Institutions;http://www.nasdaq.com/symbol/chfn
CHKP;Check Point Software Technologies Ltd.;65.93;12951043478.89;n/a;1996;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/chkp
CHTP;Chelsea Therapeutics International, Ltd.;4.5;352952622;n/a;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/chtp
CEMI;Chembio Diagnostics, Inc.;3.55;33102979.65;n/a;n/a;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cemi
CHFC;Chemical Financial Corporation;30.12;896920890;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chfc
CCXI;ChemoCentryx, Inc.;6.77;290198812.16;n/a;2012;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/ccxi
CHMG;Chemung Financial Corp;34.93;160479422.95;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chmg
CHKE;Cherokee Inc.;13.61;114371635;n/a;n/a;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/chke
CHEV;Cheviot Financial Corp;10.4;71103791.2;n/a;2004;Finance;Savings Institutions;http://www.nasdaq.com/symbol/chev
CBNK;Chicopee Bancorp, Inc.;17.36;94047539.6;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/cbnk
CMRX;Chimerix, Inc.;18.75;495382368.75;n/a;2013;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/cmrx
CADC;China Advanced Construction Materials Group, Inc.;6.769;10064629.799;n/a;n/a;Basic Industries;Engineering & Construction;http://www.nasdaq.com/symbol/cadc
CALI;China Auto Logistics Inc.;3.82;14112585.08;n/a;n/a;Consumer Services;Motor Vehicles;http://www.nasdaq.com/symbol/cali
CAAS;China Automotive Systems, Inc.;7.57;212285653.83;n/a;n/a;Capital Goods;Auto Parts:O.E.M.;http://www.nasdaq.com/symbol/caas
CBAK;China BAK Battery, Inc.;1.66;20948531.02;n/a;n/a;Energy;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cbak
CBPO;China Biologic Products, Inc.;29.2;746743484.4;n/a;n/a;Health Care;Biotechnology: Biological Products (No Diagnostic Substances);http://www.nasdaq.com/symbol/cbpo
CCCL;China Ceramics Co., Ltd.;2.22;45356460.36;n/a;n/a;Capital Goods;Building Materials;http://www.nasdaq.com/symbol/cccl
CCCR;China Commercial Credit, Inc.;7.3699;76872899.0243;n/a;2013;Finance;Major Banks;http://www.nasdaq.com/symbol/cccr
JRJC;China Finance Online Co. Limited;7.44;165101605.44;n/a;2004;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/jrjc
CHOP;China Gerui Advanced Materials Group Limited;1.16;69046575.6;n/a;n/a;Capital Goods;Steel/Iron Ore;http://www.nasdaq.com/symbol/chop
HGSH;China HGS Real Estate, Inc.;4.85;218492500;n/a;n/a;Finance;Real Estate;http://www.nasdaq.com/symbol/hgsh
CHLN;China Housing & Land Development, Inc.;2.13;76358804.52;n/a;n/a;Basic Industries;Homebuilding;http://www.nasdaq.com/symbol/chln
CNIT;China Information Technology, Inc.;5.71;154213441.68;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cnit
CJJD;China Jo-Jo Drugstores, Inc.;1.4406;20109338.2812;n/a;n/a;Health Care;Other Pharmaceuticals;http://www.nasdaq.com/symbol/cjjd
HTHT;China Lodging Group, Limited;28.06;1715126055.38;n/a;2010;Consumer Services;Hotels/Resorts;http://www.nasdaq.com/symbol/htht
CMGE;China Mobile Games and Entertainment Group Limited;30.29;734199370.58;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cmge
CHNR;China Natural Resources, Inc.;7.23;900529613.4;n/a;n/a;Basic Industries;Precious Metals;http://www.nasdaq.com/symbol/chnr
CPSL;China Precision Steel, Inc.;1.53;5937724.98;n/a;n/a;Basic Industries;Steel/Iron Ore;http://www.nasdaq.com/symbol/cpsl
CREG;China Recycling Energy Corporation;2.6;158352472.2;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/creg
CPGI;China Shengda Packaging Group, Inc.;0.992;38480484.512;n/a;2010;Consumer Durables;Containers/Packaging;http://www.nasdaq.com/symbol/cpgi
CSUN;China Sunergy Co., Ltd.;5.61;83304522.51;n/a;2007;Technology;Semiconductors;http://www.nasdaq.com/symbol/csun
CNTF;China TechFaith Wireless Communication Technology Limited;1.99;105337756.54;n/a;2005;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/cntf
CXDC;China XD Plastics Company Limited;4.74;226897979.28;n/a;n/a;Capital Goods;Containers/Packaging;http://www.nasdaq.com/symbol/cxdc
CNYD;China Yida Holding, Co.;4.901;19185356.58;n/a;n/a;Consumer Services;Advertising;http://www.nasdaq.com/symbol/cnyd
CCIH;ChinaCache International Holdings Ltd.;15.15;384283037.55;n/a;2010;Technology;EDP Services;http://www.nasdaq.com/symbol/ccih
CEDU;ChinaEdu Corporation;6.9;122884901.4;n/a;2007;Consumer Services;Other Consumer Services;http://www.nasdaq.com/symbol/cedu
CNET;ChinaNet Online Holdings, Inc.;0.8076;18071293.704;n/a;n/a;Technology;Advertising;http://www.nasdaq.com/symbol/cnet
CHDX;Chindex International, Inc.;16.91;305104678.05;n/a;1994;Health Care;Medical Specialities;http://www.nasdaq.com/symbol/chdx
IMOS;ChipMOS TECHNOLOGIES (Bermuda) LTD.;19.49;655931019.03;n/a;n/a;Technology;Semiconductors;http://www.nasdaq.com/symbol/imos
CHSCO;CHS Inc;28.75;325426281.25;n/a;n/a;Consumer Services;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/chsco
CHSCP;CHS Inc;29.21;211254256.18;n/a;n/a;Consumer Services;Farming/Seeds/Milling;http://www.nasdaq.com/symbol/chscp
CHDN;Churchill Downs, Incorporated;91.22;1639865497.58;n/a;n/a;Consumer Services;Services-Misc. Amusement & Recreation;http://www.nasdaq.com/symbol/chdn
CHUY;"Chuy&#39;s Holdings, Inc.";36.04;590365221.32;n/a;2012;Consumer Services;Restaurants;http://www.nasdaq.com/symbol/chuy
CHYR;ChyronHego Corporation;2.97;91361458.98;n/a;n/a;Miscellaneous;Industrial Machinery/Components;http://www.nasdaq.com/symbol/chyr
CIFC;CIFC Corp.;7.97;165584943.16;n/a;n/a;Finance;Finance: Consumer Services;http://www.nasdaq.com/symbol/cifc
CIMT;Cimatron, Limited;8.83;91804600.51;n/a;1996;Technology;EDP Services;http://www.nasdaq.com/symbol/cimt
CINF;Cincinnati Financial Corporation;49.26;8070301119.42;n/a;n/a;Finance;Property-Casualty Insurers;http://www.nasdaq.com/symbol/cinf
CIDM;Cinedigm Corp;2.41;155223728.26;n/a;n/a;Miscellaneous;Business Services;http://www.nasdaq.com/symbol/cidm
CTAS;Cintas Corporation;57.06;6838642768.86;n/a;1983;Consumer Non-Durables;Apparel;http://www.nasdaq.com/symbol/ctas
CRUS;Cirrus Logic, Inc.;18.74;1189956492.88;n/a;1989;Technology;Semiconductors;http://www.nasdaq.com/symbol/crus
CISAA;CIS Acquisition Ltd.;10.19;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/cisaa
CISAU;CIS Acquisition Ltd.;10.46;54663960;n/a;2012;Finance;Business Services;http://www.nasdaq.com/symbol/cisau
CISAW;CIS Acquisition Ltd.;0.26;0;n/a;2013;Finance;Business Services;http://www.nasdaq.com/symbol/cisaw
CSCO;Cisco Systems, Inc.;21.75;116288930733.75;n/a;1990;Technology;Computer Communications Equipment;http://www.nasdaq.com/symbol/csco
CTRN;Citi Trends, Inc.;16.2;250293191.4;n/a;2005;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/ctrn
CZNC;Citizens & Northern Corp;19.83;245339397.39;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cznc
CZWI;Citizens Community Bancorp, Inc.;7.8999;40712742.9423;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/czwi
CZFC;Citizens First Corporation;10;19687770;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/czfc
CIZN;Citizens Holding Company;18.93;92191258.02;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/cizn
CTXS;Citrix Systems, Inc.;58.73;10947100567.13;n/a;1995;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ctxs
CHCO;City Holding Company;45.55;716505599.5;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/chco
CDTI;Clean Diesel Technologies, Inc.;2.4;22296446.4;n/a;n/a;Capital Goods;Pollution Control Equipment;http://www.nasdaq.com/symbol/cdti
CLNE;Clean Energy Fuels Corp.;11.57;1033876653.29;n/a;2007;Public Utilities;Natural Gas Distribution;http://www.nasdaq.com/symbol/clne
CLNT;Cleantech Solutions International, Inc.;5.375;18831323.25;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/clnt
CLFD;Clearfield, Inc.;22.88;297169192.32;n/a;n/a;Public Utilities;Telecommunications Equipment;http://www.nasdaq.com/symbol/clfd
CLRO;ClearOne, Inc.;9.73;87408550.11;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/clro
CLIR;ClearSign Combustion Corporation;10.36;91278582.64;n/a;2012;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/clir
CBLI;Cleveland BioLabs, Inc.;0.67;30272016.38;n/a;2006;Health Care;Biotechnology: Commercial Physical & Biological Resarch;http://www.nasdaq.com/symbol/cbli
CKSW;ClickSoftware Technologies Ltd.;8.98;284261379.16;n/a;2000;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/cksw
CSBK;Clifton Savings Bancorp, Inc.;12.73;334157917.2;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/csbk
CLVS;Clovis Oncology, Inc.;66.12;2241034649.52;n/a;2011;Health Care;Major Pharmaceuticals;http://www.nasdaq.com/symbol/clvs
CME;CME Group Inc.;73.2;24548029407.6;n/a;2002;Finance;Investment Bankers/Brokers/Service;http://www.nasdaq.com/symbol/cme
CMSB;CMS Bancorp, Inc.;9.41;17528976.23;n/a;n/a;Finance;Banks;http://www.nasdaq.com/symbol/cmsb
CCNE;CNB Financial Corporation;16.46;236827763.88;n/a;n/a;Finance;Major Banks;http://www.nasdaq.com/symbol/ccne
CISG;CNinsure Inc.;5.76;287672117.76;n/a;2007;Finance;Specialty Insurers;http://www.nasdaq.com/symbol/cisg
COA           ;Coastal Contacts Inc                    ;7.4;242359427.6;n/a;n/a;Health Care;Ophthalmic Goods;http://www.nasdaq.com/symbol/coa           
CWAY;Coastway Bancorp, Inc.;10.5;51966379.5;n/a;2014;n/a;n/a;http://www.nasdaq.com/symbol/cway
COBZ;CoBiz Financial Inc.;11.08;446928719.16;n/a;1998;Finance;Major Banks;http://www.nasdaq.com/symbol/cobz
COBR;Cobra Electronics Corporation;3.21;21195565.8;n/a;n/a;Technology;Radio And Television Broadcasting And Communications Equipment;http://www.nasdaq.com/symbol/cobr
COKE;Coca-Cola Bottling Co. Consolidated;68.89;637260676.01;n/a;1972;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/coke
CDXS;Codexis, Inc.;1.75;66684681;n/a;2010;Basic Industries;Major Chemicals;http://www.nasdaq.com/symbol/cdxs
CVLY;Codorus Valley Bancorp, Inc;21.28;102146234.4;n/a;n/a;Finance;Savings Institutions;http://www.nasdaq.com/symbol/cvly
JVA;Coffee Holding Co., Inc.;4.84;30841975.56;n/a;2005;Consumer Non-Durables;Beverages (Production/Distribution);http://www.nasdaq.com/symbol/jva
CCOI;Cogent Communications Group, Inc.;41;1941715761;n/a;n/a;Technology;Computer Software: Prepackaged Software;http://www.nasdaq.com/symbol/ccoi
CGNX;Cognex Corporation;37.57;3279131578.45;n/a;1989;Capital Goods;Industrial Machinery/Components;http://www.nasdaq.com/symbol/cgnx
CTSH;Cognizant Technology Solutions Corporation;96.75;29266593554.25;n/a;1998;Technology;EDP Services;http://www.nasdaq.com/symbol/ctsh
COHR;Coherent, Inc.;72.7;1805807368.2;n/a;n/a;Capital Goods;Biotechnology: Laboratory Analytical Instruments;http://www.nasdaq.com/symbol/cohr
COHU;Cohu, Inc.;10.68;266381446.44;n/a;n/a;Capital Goods;Electrical Products;http://www.nasdaq.com/symbol/cohu
CWTR;Coldwater Creek, Inc.;0.91;27872892.32;n/a;1997;Consumer Services;Clothing/Shoe/Accessory Stores;http://www.nasdaq.com/symbol/cwtr
CCIX;Coleman Cable, Inc.;26.23;483395529.07;n/a;n/a;Basic Industries;Telecommunications Equipment;http://www.nasdaq.com/symbol/ccix
JACQ;COLLABRIUM JAPAN ACQUISITION CORPORATION;10.3;57680000;n/a;n/a;Finance;Business Services;http://www.nasdaq.com/symbol/jacq
JACQU;COLLABRIUM JAPAN ACQUISITION CORPORATION;10.62;59472000;n/a;2012;Finance;Business Services;http://www.nasdaq.com/symbol/jacqu
JACQW;COLLABRIUM JAPAN ACQUISITION CORPORATION;0.1599;0;n/a;n/a;Finance;Business Services;http://www.nasdaq.com/symbol/jacqw
CLRX;CollabRx, Inc.;3.6706;7205240.976;n/a;n/a;Technology;Industrial Machinery/Components;http://www.nasdaq.com/symbol/clrx
